,Post,Caption,Date,likes,id_father,id_child,username;
"908,B166OkVBPJR,I do it to @sarahdawntodusk & @ryr12r daily 🙌🤙⚡️,""Sep 2, 2019"",0,17916423601335629,,teslamcqueen";
"909,B166OkVBPJR,@yashinfiume,""Sep 2, 2019"",1,17883007807414512,,milesw1029";
"910,B166OkVBPJR,@kmswenson05 your reaction is a little different🤮😂,""Sep 2, 2019"",0,18075590674117430,,buzzswenson";
"911,B166OkVBPJR,Thanks @teslamotors for making your new model 3 100% leather free 🙌🏻🙌🏻,""Sep 2, 2019"",0,17858391520509862,,nofashionrestrictions";
"912,B166OkVBPJR,Woohoo,""Sep 2, 2019"",0,17867355568464249,,nofashionrestrictions";
"913,B166OkVBPJR,@jennyyalman haha,""Sep 3, 2019"",0,17904040009363700,17853852076532269,maxbentving";
"914,B166OkVBPJR,@maxbentving,""Sep 2, 2019"",0,17904040009363700,,jennyyalman";
"915,B166OkVBPJR,@sjongejonge 😒,""Sep 2, 2019"",0,17858421448510722,,niqole81";
"916,B166OkVBPJR,What’s up with this guy forehead?,""Sep 2, 2019"",0,18027835828214516,,youlinesilgnenarealestate";
"917,B166OkVBPJR,💜 it,""Sep 2, 2019"",0,17959056583293851,,caterinatherealtor";
"918,B166OkVBPJR,@kelsie_gracee but she gets mad,""Sep 2, 2019"",1,18018255646238420,,notoriouswesley";
"919,B166OkVBPJR,@mattitude1722 😂🙌🏼,""Sep 2, 2019"",0,17875122691442588,17853695368542883,carswithoutgas";
"920,B166OkVBPJR,""Aside from the fact that shes not only never been in a real car that can pull 9s, shes never been with a real man. 😂"",""Sep 2, 2019"",1,17875122691442588,,mmsc74";
"921,B166OkVBPJR,@iamcardib should get a Tesla for this 😂,""Sep 2, 2019"",0,17853742864529787,,chrissyvills";
"922,B166OkVBPJR,@yoica_vdb goeie herinneringen!,""Sep 2, 2019"",1,17870430043450889,,cedric_lanckman";
"923,B166OkVBPJR,@masontaylor1234 @jrgriffin0,""Sep 2, 2019"",0,17913655786340140,,gordoneill";
"924,B166OkVBPJR,@_lauraaxx 😏😏😏😏,""Sep 2, 2019"",1,17861870158493632,,010julian";
"925,B166OkVBPJR,@arman_khwaja ihu,""Sep 2, 2019"",2,17864474518478520,17860594228493362,sairakhwaja";
"926,B166OkVBPJR,@sairakhwaja,""Sep 2, 2019"",2,17864474518478520,,arman_khwaja";
"927,B166OkVBPJR,@sturmzinck this is you 😆,""Sep 2, 2019"",0,17852033254554802,,andy_zinck";
"928,B166OkVBPJR,@sayahoshino0718,""Sep 2, 2019"",1,18099227407013669,,its_that7kid";
"929,B166OkVBPJR,@innovationrei my reactions are better!! 😂,""Sep 2, 2019"",1,18052266376169325,17844196666615740,jasyjen";
"930,B166OkVBPJR,@jasyjen,""Sep 2, 2019"",1,18052266376169325,,innovationrei";
931,B166OkVBPJR,I did it to my sister twice the other day;" she freaked !,""Sep 2, 2019"",0,18096552178013735,,kathy_wil"
"932,B166OkVBPJR,Now that shirt came off for some reasons the camera did not show.,""Sep 2, 2019"",0,17875147000441946,,frank_maker";
"933,B166OkVBPJR,🔥🔥🔥,""Sep 2, 2019"",0,18062663662182116,,morning_angel_evening_demon";
"934,B166OkVBPJR,@mariaflolo_carbone,""Sep 2, 2019"",1,17856644434523219,,benjamin_carbone";
"935,B166OkVBPJR,@miguelangelopa que engraçado 🙄🙄🙄,""Sep 2, 2019"",0,18062010955149699,17916920344329500,mafalda_scpires";
"936,B166OkVBPJR,@mafalda_pires26,""Sep 2, 2019"",0,18062010955149699,,miguelangelopa";
"937,B166OkVBPJR,@dinen1,""Sep 2, 2019"",1,17862703912490452,,bodyshava";
"938,B166OkVBPJR,@tulle.nilsson,""Sep 2, 2019"",1,17892315514379880,,regemar";
"939,B166OkVBPJR,@gormvn 😵,""Sep 2, 2019"",0,17853695734528148,17884930675407251,meag.a";
"940,B166OkVBPJR,@meag.a heh 🙌,""Sep 2, 2019"",1,17853695734528148,,gormvn";
"941,B166OkVBPJR,Chuckleheads with Tesla’s find out the hard way in the real world when they run up against AMGMercedes M Series BMW or High powered Caddy’s or Audi’s! 50-150 is where the giggling stops and we find out just what hi performance vs Ludicrous really means,""Sep 2, 2019"",0,17845448227610436,,robmitch1455";
"942,B166OkVBPJR,I always react! ❤️ the #tesla torque 🙂 @randaferns,""Sep 2, 2019"",1,18028086286211184,,nehatapper";
"943,B166OkVBPJR,@benjamin_carbone this does get old 😬😳😂,""Sep 2, 2019"",1,18067359274091659,,mariaflolo_carbone";
"944,B166OkVBPJR,@jamesparkerfilm the only person I’ve done this with. Haha,""Sep 2, 2019"",1,17971668871285054,,jake.isenhour";
"945,B166OkVBPJR,@andrewbagsic 🙄🙄,""Sep 2, 2019"",0,17870719333448529,18060941887153905,edwardbagsic";
"946,B166OkVBPJR,@karo.bags_ic @alexis.bagsic @edwardbagsic @acbags,""Sep 2, 2019"",0,17870719333448529,,andrewbagsic";
"947,B166OkVBPJR,@joecastroofficial i get her!,""Sep 2, 2019"",0,17858959630506474,18097410505053627,bateeza";
"948,B166OkVBPJR,@bateeza,""Sep 2, 2019"",0,17858959630506474,,joecastroofficial";
"949,B166OkVBPJR,@sofimoreira20 @fedetrostchansky,""Sep 2, 2019"",1,18060377239157634,,juanmazorrilla21";
"950,B166OkVBPJR,@alexandermattmann machen wir 💪🏼,""Sep 2, 2019"",0,18029498584205034,17927306209313496,isthisjuliaa";
"951,B166OkVBPJR,@ju2536 wir bevor wir 50zig sind?,""Sep 2, 2019"",0,18029498584205034,,alexandermattmann";
"952,B166OkVBPJR,Haha,""Sep 2, 2019"",0,17958958675294836,,darlene_lafalce";
"953,B166OkVBPJR,@meiramar_ ❤️❤️,""Sep 2, 2019"",1,17858063584519027,17870755903446607,ethan_nahon";
"954,B166OkVBPJR,@ethan_nahon,""Sep 2, 2019"",1,17858063584519027,,meiramar_";
"955,B166OkVBPJR,This prank is so not funny every dude with a fast car gets some dumb girl to act like she’s scared cause a car is going fast! Really 😐,""Sep 2, 2019"",0,17845368817615426,,robmitch1455";
"956,B166OkVBPJR,@_0timebomb0_,""Sep 2, 2019"",0,17975407462281959,,jrkent12";
"957,B166OkVBPJR,@evester___ lmaooo💖💖,""Sep 2, 2019"",0,17847985699598405,18050208247197749,rixastro";
"958,B166OkVBPJR,@rianangelinaa,""Sep 2, 2019"",1,17847985699598405,,evie.lrk";
"959,B166OkVBPJR,Honestly if I get the chance to own a Tesla I’ll remain loyal to Tesla just like I remain loyal to Apple,""Sep 2, 2019"",0,17852680738534599,,arturoitooo";
"960,B166OkVBPJR,Dude../ why cardi B.,""Sep 2, 2019"",0,18078304717100542,,earthstulip";
"961,B166OkVBPJR,@abbiem,""Sep 2, 2019"",0,17865992059468423,,zechpeter";
"962,B166OkVBPJR,В чем прикол данного видео❓🙄🤨,""Sep 2, 2019"",0,17920965634322894,,djys13";
"963,B166OkVBPJR,زه در بغل پراید هم آپشن حساب میشه تو ایران ، زیبا نیست 😕,""Sep 2, 2019"",0,18015312319242071,,esfahan.1";
"964,B166OkVBPJR,@alexisnhouston,""Sep 2, 2019"",0,17872329055446042,,stevenhoustonfit";
"965,B166OkVBPJR,@hardlyclerkin when you did this to Mom 🤣,""Sep 2, 2019"",1,17853736108539560,,mrsclerkin";
"966,B166OkVBPJR,@ananya.sharma014,""Sep 2, 2019"",1,17847953371588853,,nirvandani";
"967,B166OkVBPJR,😂😂,""Sep 2, 2019"",0,18016599418236361,,araisupercars";
"968,B166OkVBPJR,@kelloushka issaaa date!😎❤,""Sep 2, 2019"",1,18031874299207511,17974982587281424,andreea_emilia";
"969,B166OkVBPJR,@andreea_emilia yay maybe we should do a Tesla girls thing with @emzel95 @franciscanvelhinho @petra.jlh,""Sep 2, 2019"",2,18031874299207511,17845516078607479,kelloushka";
"970,B166OkVBPJR,@mikepfau @andreea_emilia can I come with you next time in Munich ? @martinzgraggen or you take me !,""Sep 2, 2019"",3,18031874299207511,,kelloushka";
"971,B166OkVBPJR,@ian.milling Amen! 😂🙌🏼,""Sep 2, 2019"",1,17909952889348648,17857891654504291,carswithoutgas";
"972,B166OkVBPJR,Can I have one?? For free? You never know if you don’t ask as my nan used to say!,""Sep 2, 2019"",2,17909952889348648,,ian.milling";
"973,B166OkVBPJR,@schraderfour 🤣,""Sep 2, 2019"",0,17872310602446149,,tiffanyanns";
"974,B166OkVBPJR,@tori.olivarez,""Sep 2, 2019"",0,18095585794057422,,sea_gangster";
"975,B166OkVBPJR,@simonetafjord @camillataf,""Sep 2, 2019"",2,17851918609559413,,drojfat";
"976,B166OkVBPJR,#thetorque!!!! 🤩🤩😭🌠🌈🥰 my faaaaaavorite!!!,""Sep 2, 2019"",0,17858128537515446,,ninjitalia";
"977,B166OkVBPJR,What is Guy Pearce doing in a Tesla?,""Sep 2, 2019"",1,18067527796082851,,gius4real";
"978,B166OkVBPJR,@willchandler2 haha that’s me every time 😂!!,""Sep 2, 2019"",1,17858076880515213,18027780376208631,loganxoxo1";
"979,B166OkVBPJR,@loganxoxo1,""Sep 2, 2019"",1,17858076880515213,,willchandler2";
"980,B166OkVBPJR,@tattybadger 😂,""Sep 2, 2019"",0,18096645286020992,,lush_jack";
"981,B166OkVBPJR,@shrshk 🤦🏻‍♀️,""Sep 2, 2019"",0,17850084463559530,17959050520294365,sanjanarnalla";
"982,B166OkVBPJR,@sanjana_reddy_nalla,""Sep 2, 2019"",0,17850084463559530,,shrshk";
"983,B166OkVBPJR,😂👍,""Sep 2, 2019"",0,18096090514059505,17858944114506746,sebh92";
"984,B166OkVBPJR,@sebh92,""Sep 2, 2019"",0,18096090514059505,,leoodkm";
"985,B166OkVBPJR,@noahkuems13 🙄,""Sep 2, 2019"",1,17845451443614839,17846930770605890,kimmiefrank22";
"986,B166OkVBPJR,""@kimmiefrank22 it’s true, it never gets old"",""Sep 2, 2019"",1,17845451443614839,,noahkuems13";
"987,B166OkVBPJR,@mayemusk This is how you've raised men in your family 😎?,""Sep 2, 2019"",0,17984257813272464,,_laxvision_";
"988,B166OkVBPJR,Loving Tesla & These Videos ❤️❤️💯,""Sep 2, 2019"",0,17876118721438269,,callme_dope96";
"989,B166OkVBPJR,@goshden,""Sep 2, 2019"",0,18027622435209523,,britgaasch";
"990,B166OkVBPJR,@cemerdem99 😆,""Sep 2, 2019"",0,17853791329536594,17853721627534121,azim.turan";
"991,B166OkVBPJR,@azim.turan,""Sep 2, 2019"",0,17853791329536594,,cemerdem99";
"992,B166OkVBPJR,@eliassob 🙌🏼🙌🏼🙌🏼☺️,""Sep 2, 2019"",0,18065097475192043,17847907459592573,bribribritorres";
"993,B166OkVBPJR,@bribribritorres,""Sep 2, 2019"",1,18065097475192043,,eliassob";
"994,B166OkVBPJR,@adriellebragatto,""Sep 2, 2019"",1,18064775149130426,,fabriciogodinho";
"995,B166OkVBPJR,@elcabanon Hahahaha! Ça va TELLEMENT être JP et moi!!...🏆👌🏻,""Sep 2, 2019"",1,17870341957451061,18094123012006976,gb.mln";
"996,B166OkVBPJR,@elyepy @gb.mln ⚡️senna,""Sep 2, 2019"",2,17870341957451061,,elcabanon";
"997,B166OkVBPJR,@joey_esker20 we were on a whole different level than these guys,""Sep 2, 2019"",1,17898331060371396,,aesker15";
"998,B166OkVBPJR,""I’ve simply been distributing memes of lemons and limes for half a year now, and if you wanna look at citrus related memes, you have to go follow me🍋"",""Sep 2, 2019"",0,17974423612282562,,limemeons";
"999,B166OkVBPJR,🤣🙌,""Sep 2, 2019"",1,18052005772168743,,guymanstuff";
"1000,B166OkVBPJR,@cherbearsaurus you should know what this is like,""Sep 2, 2019"",1,17849160208575829,,jburna_got_da_hype";
"1001,B166OkVBPJR,""Me @ u, if I had 1 @marianaluaa"",""Sep 2, 2019"",1,17916651946335121,,gorillavs";
"1002,B166OkVBPJR,Kadinin kafa tasi parcalanicak o nasil kalkis😬,""Sep 2, 2019"",0,17845478449607937,,gokhan_ozguney";
"1003,B166OkVBPJR,😂😂😂 @piamuehlenbeck,""Sep 2, 2019"",0,18119503150038824,,vato";
"1004,B166OkVBPJR,imagine owning a Tesla and riding around listening to cardi b his music taste really complements his taste in automobiles lmao,""Sep 2, 2019"",0,17892402100383817,,ahobs13";
"1005,B166OkVBPJR,@saruhan_osm anlamadım valla,""Sep 2, 2019"",1,17847958315593299,18096080623062957,uluc_k";
"1006,B166OkVBPJR,@uluc_k hahahahahahaha,""Sep 3, 2019"",0,17847958315593299,18099144361003821,saruhan_osm";
"1007,B166OkVBPJR,@eraozdem @uluc_k tanıdık geldi mi 🤪,""Sep 2, 2019"",0,17847958315593299,,saruhan_osm";
"1008,B166OkVBPJR,👏😂 @andreea_emilia overly excited,""Sep 2, 2019"",0,17858384641508475,,michi.baer_";
"1009,B166OkVBPJR,@thetessamaree and everyone else I know!!!!!,""Sep 2, 2019"",1,18091544626064372,,jesse.mickelson";
"1010,B166OkVBPJR,@gericachay 🚗💨 ❤️❤️,""Sep 2, 2019"",1,18095554177040420,,kalvadet";
"1011,B166OkVBPJR,...💫...,""Sep 2, 2019"",0,17877389134434734,,peanutdude";
"1012,B166OkVBPJR,@nyra.davis,""Sep 2, 2019"",0,18098472754040231,,pmoles47";
"1013,B166OkVBPJR,@mikepfau hahaha awesome mate! 😂,""Sep 2, 2019"",1,17911554613337607,17858097499518655,marcmarzenit";
1014,B166OkVBPJR,Haha! Right on! Big thanks @teslamotors for making the new #model3 a pleasure to drive and show my unexpecting friends what torque really is ;") @andreea_emilia 🤙,""Sep 2, 2019"",12,17911554613337607,,mikepfau"
"1015,B166OkVBPJR,@prosperjiang I wish we could give it a test drive,""Sep 2, 2019"",0,17900285095371796,17865944035469573,your_locate_finnish_kitsune";
"1016,B166OkVBPJR,@karlysevander let’s organise that,""Sep 2, 2019"",1,17900285095371796,17850062566568862,livelongandprospergroup";
"1017,B166OkVBPJR,@prosperjiang ok can do.,""Sep 2, 2019"",0,17900285095371796,17862181903495871,your_locate_finnish_kitsune";
"1018,B166OkVBPJR,@karlysevander teslaaaa,""Sep 2, 2019"",1,17900285095371796,,livelongandprospergroup";
"1019,B166OkVBPJR,@pazj2 🙊,""Sep 2, 2019"",0,18099067072026659,,paula.czcl";
"1020,B166OkVBPJR,I get that all day in a high hp car all day!,""Sep 2, 2019"",0,17846960617603286,,boost.is.life";
"1021,B166OkVBPJR,@greg041270,""Sep 2, 2019"",0,17907917053356432,,bartonstreetgymselfie";
"1022,B166OkVBPJR,@dikshadhawan15,""Sep 2, 2019"",0,17848667836584537,,__iamk__";
"1023,B166OkVBPJR,@smgates31 😆,""Sep 2, 2019"",0,17992089037264185,18096547453043724,mariapics";
"1024,B166OkVBPJR,@mariapics,""Sep 2, 2019"",0,17992089037264185,,smgates31";
"1025,B166OkVBPJR,""@ahobs13 you aren't the sharpest tool in the shed, are you?"",""Sep 2, 2019"",1,18016940878227219,17864561932478946,_oderint_dum_metuant_";
"1026,B166OkVBPJR,wow listen to the sweet sound of those electric ponies going to work you can’t even tell when the car is accelerating lol what a joke,""Sep 2, 2019"",0,18016940878227219,,ahobs13";
"1027,B166OkVBPJR,❤️,""Sep 2, 2019"",0,17916725899331115,,tomartbe";
"1028,B166OkVBPJR,@antman112708,""Sep 2, 2019"",0,18067309585187456,,salammy";
"1029,B166OkVBPJR,@nataliegehrig,""Sep 2, 2019"",0,17864608087477984,,seanthewonderful2";
"1030,B166OkVBPJR,@beccahord,""Sep 2, 2019"",0,17887494754401892,,philhord";
"1031,B166OkVBPJR,@hunter_hoff,""Sep 2, 2019"",0,17858449516509453,,alex.rink";
"1032,B166OkVBPJR,@natalie.abrahantes,""Sep 2, 2019"",1,17857000084515388,,davidda_alpha";
"1033,B166OkVBPJR,@remi_bosc we tried 😂,""Sep 2, 2019"",0,17876327953436951,,parth_shah91";
"1034,B166OkVBPJR,I love Drake Maverick and Carmella,""Sep 2, 2019"",2,17916639349336014,,dylanguerrero";
"1035,B166OkVBPJR,Someday... someday!!!,""Sep 2, 2019"",0,18097441132043214,,villaology";
"1036,B166OkVBPJR,@andrewalbeir hahaha yabnel lazina 2ata3t 5alafna e7na el etneen,""Sep 2, 2019"",2,18096148345037418,18000027496254789,sherifmaghraby";
"1037,B166OkVBPJR,@sherifmaghraby at least Ba2olak raya7 rasak wara 🤣😂,""Sep 2, 2019"",1,18096148345037418,18093393067067455,a.albear";
"1038,B166OkVBPJR,@sherifmaghraby @lawandzz 😂,""Sep 2, 2019"",2,18096148345037418,,a.albear";
"1039,B166OkVBPJR,@elliotharper91 maybe maybe😎,""Sep 2, 2019"",0,17860883242497524,18095652256021154,andreea_emilia";
"1040,B166OkVBPJR,I wish I knew these guys.,""Sep 2, 2019"",9,17860883242497524,,elliotharper91";
"1041,B166OkVBPJR,@clementinedebos @sara.dellapietra @mleffs 😂🙈,""Sep 2, 2019"",1,18060452692154864,,martyn_lathbury";
"1042,B166OkVBPJR,😊,""Sep 2, 2019"",2,18066950203140067,,ronface";
"1043,B166OkVBPJR,Carti B ruined the whole video,""Sep 2, 2019"",1,18012414490245114,,bfitz12_";
"1044,B166OkVBPJR,@smarvasti hahaha Original ich 😂,""Sep 2, 2019"",1,18076628257110666,18077659888107061,its_danihoney";
"1045,B166OkVBPJR,@daniela_412 😂🤷🏻‍♂️,""Sep 2, 2019"",2,18076628257110666,,smarvasti";
"1046,B166OkVBPJR,@linde_vh 😛,""Sep 2, 2019"",0,17846892190599568,,luppensg";
"1047,B166OkVBPJR,Camillaregel😂,""Sep 2, 2019"",0,17901732430369422,,john_steinmeyer_hansen";
"1048,B166OkVBPJR,@darius_oravec 😂,""Sep 2, 2019"",0,17845451983607363,,kia_oravec";
"1049,B166OkVBPJR,@audrey_b_paris,""Sep 2, 2019"",0,18017275318234286,,markapple_malcolm";
"1050,B166OkVBPJR,Giggles for dayz,""Sep 2, 2019"",4,17855572459524868,,fromwhereicharge";
"1051,B166OkVBPJR,@camillaregel 😂,""Sep 2, 2019"",1,18061335481145486,,john_steinmeyer_hansen";
"1052,B166OkVBPJR,""Male brain """"I can get women now"""". Here, take my money 💵"",""Sep 2, 2019"",0,17887456135400564,,linkdaman";
"1053,B166OkVBPJR,Tesla For Life! 🙌🏼🥂⚡️,""Sep 2, 2019"",0,17998302274261604,,carswithoutgas";
"1054,B166OkVBPJR,@k_e_v_i_n_s_t_a hahaha yup,""Sep 2, 2019"",1,18030037546207614,,myarmsyourhearse";
"1055,B166OkVBPJR,@danishtrainenthusiast you during model X test drive 😍,""Sep 2, 2019"",0,18098288599063564,,martinhd8260";
"1056,B166OkVBPJR,@kantayev that’s good 🙏🏽. I didn’t mean it in a bad way lol. But if you love it there then why move,""Sep 2, 2019"",2,18062285425146711,18097346803021305,giants28javi";
"1057,B166OkVBPJR,@kantayev than why are you complaining you cant get one,""Sep 3, 2019"",1,18062285425146711,18019094296230618,jenson_cremasco";
"1058,B166OkVBPJR,@jent05 I'm working instead of complaining bro. I have a ordinary work with ordinary salary. And it’s enough for me.,""Sep 3, 2019"",1,18062285425146711,18096046894009930,kantayev";
"1059,B166OkVBPJR,""How can I buy Tesla car, if I live in country with small salaries and bad infrastructure 😒😔😟"",""Sep 2, 2019"",4,18062285425146711,,kantayev";
"1060,B166OkVBPJR,@sheraos,""Sep 2, 2019"",0,17908909252353127,,dhavalpat";
"1061,B166OkVBPJR,""Hope you'll keep riding whell. And not force user to just be passengers of AI, and will not take away all the pleasure of driving."",""Sep 2, 2019"",0,18016705864236895,,airatspace";
"1062,B166OkVBPJR,@aniellycs,""Sep 2, 2019"",0,17850154804567628,,joao_caillaux";
"1063,B166OkVBPJR,@hannahbassett13,""Sep 2, 2019"",0,17891859229382665,,timothymjr";
"1064,B166OkVBPJR,@kaitlinmarie51,""Sep 2, 2019"",0,17876205328434891,,wrg2992";
"1065,B166OkVBPJR,@jordan.raymond_,""Sep 2, 2019"",0,17865736981475844,,papa_doc5";
"1066,B166OkVBPJR,Ohnshe wants that soooo bad. Finger biting dead giveaway,""Sep 2, 2019"",0,18077931907096838,,rollbot";
"1067,B166OkVBPJR,That’s hot 🔥,""Sep 2, 2019"",0,17859504280499275,,bertvegas";
"1068,B166OkVBPJR,That’s hot 🔥,""Sep 2, 2019"",2,18057539563160832,,bertvegas";
"1069,B166OkVBPJR,@megan_theriot,""Sep 2, 2019"",2,17858165974515555,,j_crawford58";
"1070,B166OkVBPJR,@ingerdegrefte soon😬,""Sep 2, 2019"",2,18095176702036799,,jespervanwinkel";
"1071,B166OkVBPJR,🌅🚴🏖️🌴💞😂,""Sep 2, 2019"",0,17872370839447424,,gemmamariestar";
"1072,B166OkVBPJR,@car0_swag,""Sep 2, 2019"",2,18098421925007200,,dadofthedead";
"1073,B166OkVBPJR,@masdiscipulos @mdsvl @_fernanda_sanchez_vazquez @juliavazquezdesanchez,""Sep 2, 2019"",0,17862708811484877,,thisismickeys";
"1074,B166OkVBPJR,@socalsoproud haha yeah!,""Sep 3, 2019"",0,17852663395544714,18068271172189847,jo_siah";
"1075,B166OkVBPJR,@ramzooka19 @jo_siah is this not Jeff weil,""Sep 2, 2019"",0,17852663395544714,,socalsoproud";
"1076,B166OkVBPJR,@msmartel,""Sep 2, 2019"",0,18071608408121672,,estevemurray";
"1077,B166OkVBPJR,@micah.nunez @notonly_nora,""Sep 2, 2019"",2,18086960212075306,,brandxn_sxsa";
"1078,B166OkVBPJR,@janatyrrell 😘,""Sep 2, 2019"",0,18099031255057806,,rickdavidmusic";
"1079,B166OkVBPJR,the best car ad of all time,""Sep 2, 2019"",0,17844160513624476,,thaneblack_";
"1080,B166OkVBPJR,@thegolfpilot @b_roble,""Sep 2, 2019"",1,18072738397123500,,pearl_amanda";
"1081,B166OkVBPJR,@vnessamora_30 😂 I know you love it 😜,""Sep 2, 2019"",0,17858417845512224,,xiomy_c";
"1082,B166OkVBPJR,@m_emara53 I WONDER WHAT THIS REMINDS ME OF,""Sep 2, 2019"",0,17853659209548433,17849097742576830,israshilad";
"1083,B166OkVBPJR,@israshilad just be thankful u werent drinking anything 👀,""Sep 2, 2019"",1,17853659209548433,17908663516351086,m_emara53";
"1084,B166OkVBPJR,@m_emara53 oh no.....,""Sep 2, 2019"",0,17853659209548433,17847951931588487,israshilad";
"1085,B166OkVBPJR,@israshilad 😎,""Sep 2, 2019"",0,17853659209548433,,m_emara53";
"1086,B166OkVBPJR,I want a Tesla 🤤 (model 3 is my lane 😏😂),""Sep 2, 2019"",3,18001488211300047,,urmom.ines";
"1087,B166OkVBPJR,@screenman fastest accelerating. Not the fastest,""Sep 3, 2019"",0,17921117458322340,17998220647260643,jsaltygomes";
"1088,B166OkVBPJR,@dsweeting22 https://www.motortrend.com/cars/tesla/model-3/2018/tesla-model-3-vs-bmw-330i-vs-genesis-g70-comparison-test See what the experts think.,""Sep 3, 2019"",0,17921117458322340,17857488286509239,fnealnwc";
"1089,B166OkVBPJR,@fnealnwc lol 330i try any other bmw with a 6 cylinder+ bmw has a 620hp M8 stock,""Sep 3, 2019"",0,17921117458322340,17862962962484578,dsweeting22";
"1090,B166OkVBPJR,I personally used to like Tesla’s until I found the speed of bmws,""Sep 2, 2019"",21,17921117458322340,,dsweeting22";
"1091,B166OkVBPJR,Looks like fun 😂❤️⚡️,""Sep 2, 2019"",5,17878382818428126,,teslaphotographer";
"1092,B166OkVBPJR,@lloydmax89 😂😂,""Sep 2, 2019"",0,17902486519365447,18015854896240002,emmagriffiths88";
"1093,B166OkVBPJR,@emmagriffiths88,""Sep 2, 2019"",1,17902486519365447,,lloydmax89";
"1094,B166OkVBPJR,@godemperormusk haha me too 😎,""Sep 3, 2019"",0,18027648499214348,18051998326168547,houseneck";
"1095,B166OkVBPJR,@godemperormusk @alexander_go_fit,""Sep 7, 2019"",0,18027648499214348,18028154095209277,humberto.goodrich";
"1096,B166OkVBPJR,@godemperormusk it's okay king. One day,""Sep 8, 2019"",0,18027648499214348,17992775272264607,gerallth";
"1097,B166OkVBPJR,I can’t tag anyone because I’ve never pleased a woman.,""Sep 2, 2019"",201,18027648499214348,,godemperormusk";
"1098,B166OkVBPJR,@jovani_2,""Sep 2, 2019"",0,18099324487015092,,ichristiannn";
"1099,B166OkVBPJR,But it’s less fun when you can hear them scream,""Sep 2, 2019"",0,17862753055490446,,tagfraz9";
"1100,B166OkVBPJR,@shxhzebhxtti je le fais tout le temps avec ma femme 😂,""Sep 2, 2019"",1,18027397126214384,17890171921386791,raphaello";
"1101,B166OkVBPJR,""@raphaello C‘est Trés cool , J‘aime ça😂😂"",""Sep 2, 2019"",1,18027397126214384,17845390207613156,shxhzebb";
"1102,B166OkVBPJR,@shxhzebhxtti je le fais tout le temps avec ma femme 😂,""Sep 2, 2019"",0,18027397126214384,18062515219180601,raphaello";
"1103,B166OkVBPJR,@raphaello 😂😂🔝,""Sep 2, 2019"",2,18027397126214384,,shxhzebb";
"1104,B166OkVBPJR,@jonahim not a chance,""Sep 2, 2019"",0,17860784644500950,17844181984628093,jaimadisetty";
"1105,B166OkVBPJR,@jaimadisetty stop doing this to me,""Sep 2, 2019"",1,17860784644500950,,jonahim";
"1106,B166OkVBPJR,@amandarobi,""Sep 2, 2019"",0,17847950851596784,,santiago_urbisaglia";
"1107,B166OkVBPJR,@pitah_cortess,""Sep 2, 2019"",0,18063217807181741,,aseazn";
"1108,B166OkVBPJR,@solraci,""Sep 2, 2019"",0,17847896890592933,,alejandro.figueroa";
"1109,B166OkVBPJR,@valentinanaomix ik naast jou in de auto,""Sep 2, 2019"",0,17850034642562382,,miriamdebruijnx";
"1110,B166OkVBPJR,@bamatson I love this,""Sep 2, 2019"",0,18098862088043102,17958815569288784,lexflows";
"1111,B166OkVBPJR,@bamatson we were much more dramatic she has nothing on us.,""Sep 3, 2019"",0,18098862088043102,17878948264421541,kerstin_harrington";
"1112,B166OkVBPJR,@craziecuban65 @kerstin_harrington @lexflows,""Sep 2, 2019"",2,18098862088043102,,bamatson";
"1113,B166OkVBPJR,@nathan_hollett expected vs actual reaction lolol,""Sep 3, 2019"",0,17853583132549567,17990754274263280,kieran.buckingham";
"1114,B166OkVBPJR,@kieran.buckingham,""Sep 2, 2019"",2,17853583132549567,,nathan_hollett";
"1115,B166OkVBPJR,""@jackcraneb haha. Cmon dude, dont do me injustice like that XD"",""Sep 3, 2019"",0,17927586622309600,17850236203563952,campeon3434";
"1116,B166OkVBPJR,@campeon3434,""Sep 2, 2019"",0,17927586622309600,,jackcraneb";
"1117,B166OkVBPJR,@matthewfdias 👀,""Sep 2, 2019"",0,18017359375225774,,dylan_dgilbert";
"1118,B166OkVBPJR,@iihssaan @athershen @kevintennekoon,""Sep 2, 2019"",3,18099585427058905,,hammadsheik";
"1119,B166OkVBPJR,@ono_kai 😂🙌🏼,""Sep 2, 2019"",0,18018119881224826,17850024919569955,carswithoutgas";
"1120,B166OkVBPJR,Her taste in men is as bad as his taste in music,""Sep 2, 2019"",10,18018119881224826,,ono_kai";
"1121,B166OkVBPJR,Is that Tesla’s new climax mode?🤔,""Sep 2, 2019"",0,17848592986587007,,stinje";
"1122,B166OkVBPJR,Daduq is wrong with her shirt?! Slowly coming off with every cut,""Sep 2, 2019"",0,18096455899000039,,itsadisood";
"1123,B166OkVBPJR,@g_shell_shock 😘😘,""Sep 2, 2019"",0,18051324958199203,17848627987583194,sozit";
"1124,B166OkVBPJR,@sozit,""Sep 2, 2019"",1,18051324958199203,,g_shell_shock";
"1125,B166OkVBPJR,Tesla is going down hill,""Sep 2, 2019"",0,17959799284288452,,hunter_adams171";
"1126,B166OkVBPJR,@taylor_knotts_,""Sep 2, 2019"",2,17864552176481969,,dakotaw34_";
"1127,B166OkVBPJR,@micsully,""Sep 2, 2019"",0,17909948176348957,,zsullivan1atgmail";
